,type,country,sex_,species_,fatal_(y/n),date,new_sex,new_type,year,age,new_age
5046,Unprovoked,australia,F,unspecified,N,16-Dec-1929,F,Unprovoked,1929.0,17.0,17.0
5047,Unprovoked,australia,M,unspecified,N,13-Dec-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5048,Unprovoked,,M,unspecified,Y,Reported 09-Dec-1929,M,Unprovoked,1929.0,20.0,20.0
5049,Unprovoked,australia,M,unspecified,Y,Reported 03-Dec-1929,M,Unprovoked,1929.0,50.0,50.0
5050,Sea Disaster,kiribati,M,unspecified,Y,29-Nov-1929,M,Sea Disaster,1929.0,27.0,27.32915451895044
5051,Unprovoked,cuba,M,unspecified,N,21-Nov-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5052,Unprovoked,australia,M,unspecified,N,20-Oct-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5053,Unprovoked,spain,M,unspecified,N,02-Oct-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5054,Unprovoked,australia,M,unspecified,Y,01-Sep-1929,M,Unprovoked,1929.0,42.0,42.0
5055,Unprovoked,usa,M,unspecified,N,05-Aug-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5056,Unprovoked,mexico,M,unspecified,N,29-Jul-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5057,Invalid,cape verde,F,unspecified,,Reported 17-Jul-1929,F,Invalid,1929.0,27.0,27.32915451895044
5058,Provoked,usa,M,unspecified,N,23-Jun-1929,M,Provoked,1929.0,27.0,27.32915451895044
5059,Unprovoked,australia,M,unspecified,N,31-May-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5060,Unprovoked,australia,M,unspecified,N,Reported 26-Apr-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5061,Unprovoked,australia,M,unspecified,N,Reported 17-Apr-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5062,Provoked,australia,M,grey_shark,N,11-Apr-1929,M,Provoked,1929.0,19.0,19.0
5063,Unprovoked,australia,M,unspecified,Y,09-Apr-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5064,Unprovoked,australia,M,unspecified,Y,04-Apr-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5065,Unprovoked,usa,M,unspecified,N,16-Mar-1929,M,Unprovoked,1929.0,26.0,26.0
5066,Unprovoked,australia,M,unspecified,Y,12-Mar-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5067,Unprovoked,australia,M,unspecified,N,04-Mar-1929,M,Unprovoked,1929.0,9.0,9.0
5068,Unprovoked,australia,M,unspecified,N,04-Mar-1929,M,Unprovoked,1929.0,12.0,12.0
5069,Unprovoked,australia,M,unspecified,Y,18-Feb-1929,M,Unprovoked,1929.0,20.0,20.0
5070,Boating,australia,,unspecified,N,09-Feb-1929,M,Boating,1929.0,27.0,27.32915451895044
5071,Unprovoked,australia,M,unspecified,Y,08-Feb-1929,M,Unprovoked,1929.0,39.0,39.0
5072,Unprovoked,australia,M,unspecified,Y,27-Jan-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5073,Unprovoked,new zealand,F,unspecified,N,14-Jan-1929,F,Unprovoked,1929.0,27.0,27.32915451895044
5074,Unprovoked,australia,M,unspecified,Y,12-Jan-1929,M,Unprovoked,1929.0,14.0,14.0
5075,Boating,turkey,M,unspecified,Y,06-Jan-1929,M,Boating,1929.0,27.0,27.32915451895044
5076,Unprovoked,fiji,M,unspecified,Y,05-Jan-1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5077,Invalid,australia,M,unspecified,,Reported 1929,M,Invalid,1929.0,27.0,27.32915451895044
5078,Provoked,australia,M,unspecified,N,Ca. 1929,M,Provoked,1929.0,27.0,27.32915451895044
5079,Provoked,usa,M,unspecified,N,1929,M,Provoked,1929.0,27.0,27.32915451895044
5080,Unprovoked,australia,M,unspecified,N,1929,M,Unprovoked,1929.0,27.0,27.32915451895044
5081,Unprovoked,usa,M,unspecified,N,1929,M,Unprovoked,1929.0,27.0,27.0
5082,Unprovoked,australia,M,unspecified,N,21-Dec-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5083,Provoked,usa,M,unspecified,N,18-Nov-1928,M,Provoked,1928.0,26.4,27.32915451895044
5084,Boating,india,M,unspecified,N,Reported 15-Nov-1928,M,Boating,1928.0,24.0,24.0
5085,Sea Disaster,usa,M,unspecified,Y,12-Nov-1928,M,Sea Disaster,1928.0,26.4,27.32915451895044
5086,Unprovoked,panama,M,unspecified,Y,04-Nov-1928,M,Unprovoked,1928.0,17.0,17.0
5087,Unprovoked,usa,M,unspecified,N,Sep-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5088,Invalid,usa,M,unspecified,,Reported 24-Aug-1928,M,Invalid,1928.0,26.4,27.32915451895044
5089,Unprovoked,australia,M,unspecified,N,11-Jul-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5090,Provoked,italy,M,white_shark,N,Late Jul-1928,M,Provoked,1928.0,26.4,27.32915451895044
5091,Unprovoked,usa,M,unspecified,N,Reported 24-Jun-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5092,Invalid,india,M,unspecified,,27-May-1928,M,Invalid,1928.0,26.4,27.32915451895044
5093,Unprovoked,australia,M,tiger_shark,N,Reported 14-Apr-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5094,Unprovoked,australia,M,unspecified,N,14-Apr-1928,M,Unprovoked,1928.0,19.0,19.0
5095,Unprovoked,jamaica,M,unspecified,Y,09-Apr-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5096,Unprovoked,australia,M,unspecified,N,06-Apr-1928,M,Unprovoked,1928.0,15.0,15.0
5097,Unprovoked,australia,M,unspecified,Y,04-Apr-1928,M,Unprovoked,1928.0,28.0,28.0
5098,Unprovoked,australia,M,unspecified,N,Reported 28-Mar-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5099,Unprovoked,australia,M,unspecified,Y,20-Feb-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5100,Unprovoked,costa rica,F,unspecified,N,Feb-1928,F,Unprovoked,1928.0,26.4,27.32915451895044
5101,Unprovoked,costa rica,M,unspecified,N,Feb-1928,M,Unprovoked,1928.0,26.4,27.32915451895044
5102,Unprovoked,australia,M,unspecified,Y,27-Jan-1928,M,Unprovoked,1928.0,78.0,78.0
5103,Invalid,usa,,unspecified,,21-Jan-1928,M,Invalid,1928.0,26.4,27.32915451895044
5104,Invalid,usa,M,unspecified,,Some time between 08-Jan-1928 & 21-Jan-1928,M,Invalid,1928.0,26.4,27.32915451895044
5105,Unprovoked,south africa,F,unspecified,N,02-Jan-1928,F,Unprovoked,1928.0,26.4,27.32915451895044
5106,Unprovoked,south africa,M,unspecified,N,Jan-1928,M,Unprovoked,1928.0,18.0,18.0
5107,Unprovoked,south africa,M,unspecified,N,1928,M,Unprovoked,1928.0,25.0,25.0
5108,Unprovoked,south africa,M,white_shark,Y,28-Dec-1927,M,Unprovoked,1927.0,17.0,17.0
5109,Sea Disaster,australia,,unspecified,Y,03-Nov-1927,M,Sea Disaster,1927.0,26.4,27.32915451895044
5110,Sea Disaster,brazil,,unspecified,Y,25-Oct-1927,M,Sea Disaster,1927.0,26.4,27.32915451895044
5111,Unprovoked,australia,M,unspecified,N,12-Oct-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5112,Unprovoked,fiji,M,unspecified,N,Oct-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5113,Boating,australia,,unspecified,N,03-Jul-1927,M,Boating,1927.0,26.4,27.32915451895044
5114,Sea Disaster,philippines,,unspecified,Y,29-May-1927,M,Sea Disaster,1927.0,26.4,27.32915451895044
5115,Unprovoked,australia,M,unspecified,Y,Reported 09-May 1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5116,Unprovoked,australia,M,unspecified,N,20-Apr-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5117,Unprovoked,australia,M,unspecified,N,08-Apr-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5118,Unprovoked,australia,M,grey_shark,N,11-Mar-1927,M,Unprovoked,1927.0,17.0,17.0
5119,Provoked,nicaragua,M,unspecified,N,14-Feb-1927,M,Provoked,1927.0,26.4,27.32915451895044
5120,Unprovoked,australia,M,unspecified,N,09-Feb-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5121,Provoked,new zealand,M,unspecified,N,Feb-1927,M,Provoked,1927.0,70.0,70.0
5122,Unprovoked,south africa,M,unspecified,N,20-Jan-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5123,Unprovoked,usa,M,unspecified,N,Reported 08-Jan-1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5124,Unprovoked,australia,M,unspecified,Y,03-Jan-1927,M,Unprovoked,1927.0,15.0,15.0
5125,Unprovoked,australia,M,unspecified,Y,1927,M,Unprovoked,1927.0,10.0,10.0
5126,Unprovoked,australia,M,unspecified,N,1927,M,Unprovoked,1927.0,26.4,27.32915451895044
5127,Unprovoked,australia,M,unspecified,Y,Reported 02-Dec-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5128,Unprovoked,australia,M,unspecified,N,17-Nov-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5129,Unprovoked,papua new guinea,M,unspecified,Y,Reported 29-Oct-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5130,Unprovoked,australia,M,grey_shark,N,23-Oct-1926,M,Unprovoked,1926.0,17.0,17.0
5131,Sea Disaster,bermuda,,unspecified,N,23-Oct-1926,M,Sea Disaster,1926.0,26.4,27.32915451895044
5132,Unprovoked,papua new guinea,M,unspecified,Y,Reported 06-Sep-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5133,Unprovoked,usa,M,unspecified,Y,24-Aug-1926,M,Unprovoked,1926.0,18.0,18.0
5134,Unprovoked,italy,M,white_shark,Y,23-Jul-1926,M,Unprovoked,1926.0,20.0,20.0
5135,Boating,usa,M,unspecified,N,12-Jul-1926,M,Boating,1926.0,26.4,27.32915451895044
5136,Unprovoked,usa,M,white_shark,N,08-Jul-1926,M,Unprovoked,1926.0,15.0,15.0
5137,Invalid,spain,M,unspecified,,03-Jul-1926,M,Invalid,1926.0,26.4,27.32915451895044
5138,Unprovoked,usa,M,white_shark,Y,18-May-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5139,Unprovoked,south atlantic ocean,M,unspecified,N,22-Apr-1926,M,Unprovoked,1926.0,26.0,26.0
5140,Unprovoked,usa,F,unspecified,N,07-Apr-1926,F,Unprovoked,1926.0,26.4,27.32915451895044
5141,Unprovoked,australia,F,white_shark,Y,17-Mar-1926,F,Unprovoked,1926.0,26.4,27.32915451895044
5142,Unprovoked,south africa,M,unspecified,N,26-Jan-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5143,Unprovoked,australia,M,unspecified,N,Jan-1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5144,Unprovoked,monaco,M,unspecified,Y,Summer of 1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5145,Provoked,new zealand,M,unspecified,N,1926,M,Provoked,1926.0,26.4,27.32915451895044
5146,Unprovoked,singapore,F,unspecified,Y,1926,F,Unprovoked,1926.0,26.4,27.32915451895044
5147,Unprovoked,south africa,M,unspecified,UNKNOWN,1926,M,Unprovoked,1926.0,26.4,27.32915451895044
5148,Unprovoked,australia,M,tiger_shark,Y,22-Nov-1925,M,Unprovoked,1925.0,55.0,55.0
5149,Unprovoked,usa,F,unspecified,N,Nov-1925,F,Unprovoked,1925.0,27.0,27.32915451895044
5150,Unprovoked,usa,M,unspecified,N,Nov-1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5151,Provoked,spain,M,unspecified,N,04-Sep-1925,M,Provoked,1925.0,27.0,27.32915451895044
5152,Unprovoked,england,M,unspecified,N,03-Sep-1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5153,Unprovoked,usa,F,unspecified,N,02-Aug-1925,F,Unprovoked,1925.0,27.0,27.32915451895044
5154,Invalid,australia,,unspecified,,15-Jun-1925,M,Invalid,1925.0,27.0,27.32915451895044
5155,Unprovoked,usa,M,unspecified,N,May 1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5156,Unprovoked,australia,M,unspecified,N,07-Mar-1925 or 27-Mar-1925,M,Unprovoked,1925.0,16.0,16.0
5157,Unprovoked,australia,M,unspecified,Y,12-Mar-1925,M,Unprovoked,1925.0,16.0,16.0
5158,Unprovoked,papua new guinea,M,unspecified,Y,10-Mar-1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5159,Unprovoked,usa,M,unspecified,N,Reported 27-Jan-1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5160,Unprovoked,canada,M,unspecified,N,08-Jan-1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5161,Unprovoked,fiji,M,unspecified,N,1925,M,Unprovoked,1925.0,27.0,27.32915451895044
5162,Unprovoked,mexico,F,unspecified,Y,25-Nov-1924,F,Unprovoked,1924.0,27.0,27.32915451895044
5163,Unprovoked,panama,M,unspecified,N,24-Nov-1924,M,Unprovoked,1924.0,35.0,35.0
5164,Unprovoked,usa,M,unspecified,Y,21-Nov-1924,M,Unprovoked,1924.0,35.0,35.0
5165,Provoked,french polynesia,M,unspecified,N,Reported 31-Oct-1924,M,Provoked,1924.0,27.0,27.32915451895044
5166,Unprovoked,australia,M,unspecified,N,18-Oct-1924,M,Unprovoked,1924.0,27.0,27.32915451895044
5167,Unprovoked,usa,M,unspecified,N,31-Jul-1924,M,Unprovoked,1924.0,27.0,27.32915451895044
5168,Provoked,england,M,unspecified,N,14-Jul-1924,M,Provoked,1924.0,27.0,27.32915451895044
5169,Boating,usa,M,unspecified,N,04-Jul-1924,M,Boating,1924.0,14.0,14.0
5170,Provoked,usa,M,unspecified,N,18-Jun-1924,M,Provoked,1924.0,27.0,27.32915451895044
5171,Unprovoked,australia,M,unspecified,Y,25-Apr-1924,M,Unprovoked,1924.0,20.0,20.0
5172,Unprovoked,panama,M,unspecified,N,22-Apr-1924,M,Unprovoked,1924.0,21.0,21.0
5173,Invalid,australia,M,unspecified,,20-Apr-1924,M,Invalid,1924.0,27.0,27.32915451895044
5174,Unprovoked,solomon islands,M,unspecified,N,Reported 28-Mar-1924,M,Unprovoked,1924.0,27.0,27.32915451895044
5175,Boating,spain,,unspecified,N,24-Mar-1924,M,Boating,1924.0,27.0,27.32915451895044
5176,Unprovoked,australia,F,unspecified,N,13-Feb-1924,F,Unprovoked,1924.0,30.0,30.0
5177,Invalid,australia,M,unspecified,,08-Feb-1924,M,Invalid,1924.0,27.0,27.32915451895044
5178,Unprovoked,south africa,M,unspecified,Y,29-Jan-1924,M,Unprovoked,1924.0,22.0,22.0
5179,Unprovoked,south africa,M,unspecified,N,25-Jan-1924,M,Unprovoked,1924.0,27.0,27.32915451895044
5180,Unprovoked,australia,M,unspecified,Y,09-Jan-1924,M,Unprovoked,1924.0,16.0,16.0
5181,Unprovoked,australia,M,unspecified,N,12-Dec-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5182,Unprovoked,australia,M,unspecified,Y,02-Dec-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5183,Unprovoked,australia,M,unspecified,Y,23-Nov-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5184,Invalid,australia,M,unspecified,,02-Nov-1923,M,Invalid,1923.0,27.4,27.32915451895044
5185,Invalid,australia,M,unspecified,,20-Oct-1923,M,Invalid,1923.0,27.4,27.32915451895044
5186,Boating,australia,,unspecified,N,17-Oct-1923,M,Boating,1923.0,27.4,27.32915451895044
5187,Unprovoked,australia,M,unspecified,N,16-Oct-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5188,Unprovoked,guyana,M,unspecified,N,08-Aug-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5189,Unprovoked,australia,M,unspecified,N,Reported 02-Jul-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5190,Boating,australia,M,unspecified,Y,16-Jun-1923,M,Boating,1923.0,27.4,27.32915451895044
5191,Boating,mexico,,unspecified,N,06-Jun-1923,M,Boating,1923.0,27.4,27.32915451895044
5192,Unprovoked,australia,M,unspecified,N,Reported 23-May-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5193,Unprovoked,australia,M,unspecified,Y,22-May-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5194,Unprovoked,australia,M,unspecified,N,18-Mar-1923,M,Unprovoked,1923.0,27.4,27.32915451895044
5195,Unprovoked,usa,M,unspecified,N,Feb-1923,M,Unprovoked,1923.0,25.0,25.0
5196,Invalid,australia,M,unspecified,,27-Jan-1923,M,Invalid,1923.0,27.4,27.32915451895044
5197,Unprovoked,australia,M,unspecified,Y,27-Jan-1923,M,Unprovoked,1923.0,13.0,13.0
5198,Invalid,cuba,M,unspecified,,14-Jan-1923,M,Invalid,1923.0,27.4,27.32915451895044
5199,Boating,usa,M,unspecified,N,1923,M,Boating,1923.0,27.4,27.32915451895044
5200,Unprovoked,philippines,M,unspecified,Y,1923-1924,M,Unprovoked,1923.0,27.4,27.32915451895044
5201,Provoked,usa,M,unspecified,N,1923,M,Provoked,1923.0,27.4,27.32915451895044
5202,Unprovoked,usa,F,unspecified,Y,14-Dec-1922,F,Unprovoked,1922.0,28.0,27.32915451895044
5203,Unprovoked,australia,M,unspecified,Y,05-Dec-1922,M,Unprovoked,1922.0,19.0,19.0
5204,Unprovoked,barbados,M,unspecified,Y,29-Sep-1922,M,Unprovoked,1922.0,16.0,16.0
5205,Invalid,australia,M,unspecified,,29-Oct-1922,M,Invalid,1922.0,28.0,27.32915451895044
5206,Unprovoked,usa,M,unspecified,N,28-Sep-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5207,Unprovoked,england,M,unspecified,Y,Reported 26-Sep-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5208,Boating,usa,,unspecified,N,Reported 21-Sep-1922,M,Boating,1922.0,28.0,27.32915451895044
5209,Unprovoked,usa,M,unspecified,N,19-Jul-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5210,Unprovoked,usa,F,unspecified,Y,17-Jun-1922,F,Unprovoked,1922.0,18.0,18.0
5211,Unprovoked,jamaica,M,unspecified,Y,24-May 1922,M,Unprovoked,1922.0,19.0,19.0
5212,Unprovoked,south africa,M,white_shark,N,06-May-1922,M,Unprovoked,1922.0,18.0,18.0
5213,Unprovoked,australia,M,unspecified,Y,26-Apr-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5214,Unprovoked,jamaica,M,unspecified,N,20-Mar-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5215,Unprovoked,jamaica,F,unspecified,Y,13-Mar-1922,F,Unprovoked,1922.0,14.0,14.0
5216,Unprovoked,australia,M,white_shark,Y,02-Mar-1922,M,Unprovoked,1922.0,21.0,21.0
5217,Invalid,australia,M,unspecified,,Reported 02-Feb-1922,M,Invalid,1922.0,28.0,27.32915451895044
5218,Unprovoked,australia,M,white_shark,Y,04-Feb-1922,M,Unprovoked,1922.0,18.0,18.0
5219,Unprovoked,iraq,M,unspecified,Y,Reported 28-Jan-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5220,Unprovoked,australia,M,unspecified,Y,15-Jan-1922,M,Unprovoked,1922.0,54.0,54.0
5221,Unprovoked,australia,M,grey_shark,N,13-Jan-1922,M,Unprovoked,1922.0,28.0,27.32915451895044
5222,Unprovoked,australia,M,unspecified,Y,04-Jan-1922,M,Unprovoked,1922.0,26.0,26.0
5223,Unprovoked,australia,M,unspecified,N,11-Dec-1921,M,Unprovoked,1921.0,20.0,20.0
5224,Unprovoked,australia,M,unspecified,Y,27-Nov-1921,M,Unprovoked,1921.0,8.0,8.0
5225,Unprovoked,australia,M,unspecified,N,27-Nov-1921,M,Unprovoked,1921.0,40.0,40.0
5226,Unprovoked,fiji,,unspecified,Y,Reported 15-Nov-1921,M,Unprovoked,1921.0,28.0,27.32915451895044
5227,Unprovoked,australia,M,unspecified,N,12-Oct-1921,M,Unprovoked,1921.0,28.0,27.32915451895044
5228,Unprovoked,australia,M,unspecified,Y,04-Oct-1921,M,Unprovoked,1921.0,22.0,22.0
5229,Provoked,england,M,unspecified,N,Sep-1921,M,Provoked,1921.0,28.0,27.32915451895044
5230,Unprovoked,australia,M,unspecified,N,Reported 29-Aug-1929,M,Unprovoked,1921.0,28.0,27.32915451895044
5231,Unprovoked,philippines,M,unspecified,Y,28-Aug-1921,M,Unprovoked,1921.0,21.0,21.0
5232,Unprovoked,cuba,M,unspecified,Y,21-Jul-1921,M,Unprovoked,1921.0,28.0,27.32915451895044
5233,Invalid,philippines,,unspecified,,Reported 11-Jan-1921,M,Invalid,1921.0,28.0,27.32915451895044
5234,Unprovoked,australia,M,unspecified,N,29-Nov-1920,M,Unprovoked,1920.0,27.4,27.32915451895044
5235,Unprovoked,haiti,M,unspecified,Y,22-Aug-1921,M,Unprovoked,1921.0,28.0,27.32915451895044
5236,Unprovoked,australia,M,unspecified,N,22-Nov-1920,M,Unprovoked,1920.0,27.4,27.32915451895044
5237,Sea Disaster,philippines,M,unspecified,Y,04-Nov-1920,M,Sea Disaster,1920.0,27.4,27.32915451895044
5238,Invalid,usa,M,unspecified,,14-Jul-1920,M,Invalid,1920.0,30.0,30.0
5239,Unprovoked,australia,M,unspecified,N,Reported 06-Jul-1920,M,Unprovoked,1920.0,27.4,27.32915451895044
5240,Unprovoked,usa,M,unspecified,N,29-Jun-1920,M,Unprovoked,1920.0,13.0,13.0
5241,Provoked,canada,,unspecified,N,27-Jun-1920,M,Provoked,1920.0,27.4,27.32915451895044
5242,Unprovoked,australia,M,unspecified,N,08-Mar-1920,M,Unprovoked,1920.0,20.0,20.0
5243,Unprovoked,australia,M,unspecified,N,Reported 24-Jan-1920,M,Unprovoked,1920.0,27.4,27.32915451895044
5244,Unprovoked,south africa,F,unspecified,N,03-Feb-1920,F,Unprovoked,1920.0,18.0,18.0
5245,Unprovoked,australia,M,unspecified,Y,Reported 24-Jan-1920,M,Unprovoked,1920.0,27.4,27.32915451895044
5246,Unprovoked,australia,M,unspecified,Y,15-Jan-1920,M,Unprovoked,1920.0,12.0,12.0
5247,Unprovoked,jamaica,M,unspecified,Y,1920s,M,Unprovoked,1920.0,27.4,27.32915451895044
5248,Unprovoked,south africa,M,unspecified,N,1920,M,Unprovoked,1920.0,12.0,12.0
5249,Unprovoked,australia,M,unspecified,N,Reported 30-Dec-1919,M,Unprovoked,1919.0,29.0,29.0
5250,Unprovoked,australia,M,unspecified,Y,07-Dec-1919,M,Unprovoked,1919.0,47.0,47.0
5251,Unprovoked,australia,M,unspecified,N,18-Nov-1919,M,Unprovoked,1919.0,27.6,27.32915451895044
5252,Unprovoked,costa rica,M,unspecified,Y,12-Sep-1919,M,Unprovoked,1919.0,27.6,27.32915451895044
5253,Unprovoked,usa,M,unspecified,N,10-Aug-1919,M,Unprovoked,1919.0,27.6,27.32915451895044
5254,Unprovoked,usa,M,unspecified,N,29-May-1919,M,Unprovoked,1919.0,27.6,27.32915451895044
5255,Unprovoked,usa,M,unspecified,Y,06-Apr-1919,M,Unprovoked,1919.0,27.6,27.32915451895044
5256,Invalid,australia,M,unspecified,UNKNOWN,16-Mar-1919,M,Invalid,1919.0,27.6,27.32915451895044
5257,Unprovoked,australia,M,unspecified,N,17-Jan-1919,M,Unprovoked,1919.0,27.6,27.32915451895044
5258,Unprovoked,new zealand,F,unspecified,N,15-Jan-1919,F,Unprovoked,1919.0,27.6,27.32915451895044
5259,Unprovoked,australia,M,unspecified,Y,09-Jan-1919,M,Unprovoked,1919.0,13.0,13.0
5260,Unprovoked,australia,M,unspecified,Y,05-Jan-1919,M,Unprovoked,1919.0,38.0,38.0
5261,Boating,italy,M,unspecified,N,Reported to have taken place in 1919,M,Boating,1919.0,27.6,27.32915451895044
5262,Unprovoked,usa,F,unspecified,N,1919,F,Unprovoked,1919.0,27.6,27.32915451895044
5263,Unprovoked,usa,M,unspecified,Y,Nov-1918,M,Unprovoked,1918.0,27.4,27.32915451895044
5264,Sea Disaster,san domingo,M,tiger_shark,Y,Nov-1918,M,Sea Disaster,1918.0,27.4,27.32915451895044
5265,Unprovoked,australia,M,unspecified,Y,19-Sep-1918,M,Unprovoked,1918.0,22.0,22.0
5266,Unprovoked,australia,M,unspecified,N,22-Mar-1918,M,Unprovoked,1918.0,27.4,27.32915451895044
5267,Unprovoked,australia,M,unspecified,N,1918,M,Unprovoked,1918.0,27.4,27.32915451895044
5268,Unprovoked,australia,M,unspecified,N,15-Dec-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5269,Unprovoked,mozambique,M,unspecified,Y,Nov-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5270,Unprovoked,usa,M,unspecified,N,21-Sep-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5271,Provoked,usa,M,unspecified,N,09-Sep-1917,M,Provoked,1917.0,26.2,27.32915451895044
5272,Unprovoked,panama,M,unspecified,Y,Sep-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5273,Unprovoked,usa,M,unspecified,Y,18-Jul-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5274,Sea Disaster,ireland,M,unspecified,Y,15-Jul-1917,M,Sea Disaster,1917.0,26.2,27.32915451895044
5275,Unprovoked,usa,M,unspecified,N,03-Jun-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5276,Unprovoked,philippines,M,unspecified,Y,31-May-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5277,Unprovoked,kuwait,M,unspecified,N,Reported 05-May-1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5278,Unprovoked,libya,M,unspecified,N,1917,M,Unprovoked,1917.0,26.2,27.32915451895044
5279,Unprovoked,australia,M,unspecified,N,30-Dec-1916,M,Unprovoked,1916.0,25.0,25.0
5280,Unprovoked,australia,M,unspecified,Y,08-Dec-1916,M,Unprovoked,1916.0,41.0,41.0
5281,Unprovoked,australia,F,unspecified,N,08-Dec-1916,F,Unprovoked,1916.0,25.2,27.32915451895044
5282,Provoked,panama,M,unspecified,N,15-Nov-1916,M,Provoked,1916.0,25.2,27.32915451895044
5283,Unprovoked,australia,M,unspecified,Y,10-Nov-1916,M,Unprovoked,1916.0,25.2,27.32915451895044
5284,Unprovoked,australia,M,unspecified,Y,09-Nov-1916,M,Unprovoked,1916.0,27.0,27.0
5285,Provoked,usa,M,unspecified,Y,11-Oct-1916,M,Provoked,1916.0,25.2,27.32915451895044
5286,Unprovoked,usa,M,unspecified,N, 24-Aug-1916,M,Unprovoked,1916.0,25.2,27.32915451895044
5287,Unprovoked,usa,M,unspecified,N,26-Jul-1916,M,Unprovoked,1916.0,25.2,27.32915451895044
5288,Invalid,usa,F,unspecified,,13-Jul-1916,F,Invalid,1916.0,25.2,27.32915451895044
5289,Unprovoked,usa,M,unspecified,N,13-Jul-1916,M,Unprovoked,1916.0,25.2,27.32915451895044
5290,Unprovoked,usa,M,unspecified,N,12-Jul-1916,M,Unprovoked,1916.0,12.0,12.0
5291,Unprovoked,usa,M,unspecified,Y,12-Jul-1916,M,Unprovoked,1916.0,24.0,24.0
5292,Unprovoked,usa,M,unspecified,Y,12-Jul-1916,M,Unprovoked,1916.0,10.0,10.0
5293,Sea Disaster,bahamas,M,unspecified,Y,11-Jul-1916,M,Sea Disaster,1916.0,25.2,27.32915451895044
5294,Unprovoked,spain,M,unspecified,N,08-Jul-1916,M,Unprovoked,1916.0,25.2,27.32915451895044
5295,Unprovoked,philippines,M,unspecified,N,07-Jul-1916,M,Unprovoked,1916.0,25.2,27.32915451895044
